#t 	 C(t)
0 	 1.6235061024e-07
1 	 4.7090290326e-08
2 	 3.1523119118e-08
3 	 2.2983783587e-08
4 	 1.2695818145e-08
5 	 1.0611593504e-08
6 	 8.6792179048e-09
7 	 5.4537025905e-09
8 	 3.2937510914e-09
9 	 2.0633565766e-09
10 	 1.3790627556e-09
11 	 1.1180426452e-09
12 	 7.7928449202e-10
13 	 4.9470812489e-10
14 	 2.5702422371e-10
15 	 2.6448971488e-10
16 	 2.1305031491e-10
17 	 1.0269898430e-10
18 	 8.4743128246e-11
19 	 6.4104805986e-11
20 	 4.3565867508e-11
21 	 4.9130370063e-11
22 	 1.3066168622e-11
23 	 4.5599973362e-12
24 	 2.6656105415e-12
25 	 7.1325732649e-12
26 	 1.4219268777e-11
27 	 1.5539319750e-11
28 	 8.6048329294e-12
29 	 8.3541347961e-12
30 	 5.4873848180e-12
31 	 4.0877198028e-12
32 	 3.7647580673e-12
33 	 8.2182917311e-12
34 	 4.6636182154e-12
35 	 4.9314390606e-12
36 	 1.9828301872e-12
37 	 3.3964989749e-13
38 	 2.4448808835e-13
39 	 4.2056187350e-13
40 	 3.8017629446e-13
41 	 5.1869235260e-13
42 	 6.4860351379e-13
43 	 1.8270357066e-12
44 	 6.6965739396e-13
45 	 3.4538905306e-13
46 	 3.1314277718e-13
47 	 5.1636839557e-13
48 	 7.8473853418e-13
49 	 8.7230396101e-13
50 	 5.1592502805e-13
51 	 5.4208202719e-14
52 	 1.9078312131e-13
53 	 3.9490225481e-13
54 	 1.9601053418e-13
55 	 1.7704969240e-13
56 	 2.8408317986e-13
57 	 1.5894190525e-13
58 	 1.0654631316e-13
59 	 2.0608102844e-13
60 	 8.2319041925e-14
61 	 5.1101954863e-14
62 	 4.2317157197e-14
63 	 9.4976938623e-14
64 	 8.9455464176e-14
65 	 1.3471764972e-13
66 	 1.0915607471e-14
67 	 7.2915923121e-14
68 	 1.0945081410e-13
69 	 4.2961800946e-14
70 	 7.8383232900e-14
71 	 1.5432797832e-13
72 	 1.1476813505e-13
73 	 2.1597055526e-13
74 	 4.0010716419e-13
75 	 4.2022958482e-13
76 	 6.1141652368e-13
77 	 5.1903545499e-13
78 	 5.5433257819e-13
79 	 3.4756198436e-13
80 	 4.4046521292e-13
81 	 4.6308993644e-13
82 	 1.0753724618e-13
83 	 1.1543913008e-13
84 	 2.5432449304e-13
85 	 2.5849129557e-13
86 	 2.3185768992e-13
87 	 2.6485476882e-13
88 	 3.7601057881e-13
89 	 1.0899358370e-13
90 	 1.7345830329e-13
91 	 3.0135651467e-13
92 	 2.0792586326e-13
93 	 7.4980489660e-13
94 	 5.6747145637e-13
95 	 5.6378215193e-13
96 	 1.1183519209e-12
97 	 2.0047711000e-12
98 	 2.6610881471e-12
99 	 1.6608385937e-12
100 	 4.2889852989e-13
101 	 1.4151906016e-12
102 	 6.1689781620e-13
103 	 4.1605349346e-13
104 	 3.1618224689e-14
105 	 1.0971265804e-14
106 	 4.5326708268e-12
107 	 7.1812491329e-12
108 	 1.0753675843e-11
109 	 1.5969428353e-11
110 	 2.2864343175e-11
111 	 4.1646107976e-11
112 	 5.4198933733e-11
113 	 9.5910873854e-11
114 	 9.0864881519e-11
115 	 1.0303158915e-10
116 	 1.1570204674e-10
117 	 1.3576746735e-10
118 	 1.6868159154e-10
119 	 2.7076451037e-10
120 	 3.7770821676e-10
121 	 5.1078112278e-10
122 	 1.1017026508e-09
123 	 1.1782487516e-09
124 	 3.0327686911e-09
125 	 6.0697514325e-09
126 	 1.1319112193e-08
127 	 2.0457074077e-08
0 	 9.4957341718e-08
1 	 4.0095202834e-08
2 	 2.4007942175e-08
3 	 2.2015570725e-08
4 	 1.1291040929e-08
5 	 7.2865321176e-09
6 	 6.6104041640e-09
7 	 3.8620150147e-09
8 	 2.6761846639e-09
9 	 1.8645354645e-09
10 	 1.4189153918e-09
11 	 9.3140521434e-10
12 	 7.9622047127e-10
13 	 5.8811459667e-10
14 	 2.9344880436e-10
15 	 1.4038511876e-10
16 	 4.7688721944e-11
17 	 3.3890949172e-11
18 	 4.3342345034e-12
19 	 1.7991367329e-11
20 	 1.8365901320e-11
21 	 1.5581333657e-11
22 	 1.2169507073e-11
23 	 4.0523515171e-12
24 	 3.0563430473e-12
25 	 5.2158046050e-12
26 	 6.4526951327e-12
27 	 1.8641748109e-12
28 	 1.7587927582e-12
29 	 1.3942015452e-13
30 	 1.3621941928e-12
31 	 2.2720161434e-12
32 	 3.1135717956e-12
33 	 2.9628600618e-12
34 	 3.4528357485e-12
35 	 2.9811430562e-12
36 	 3.1930681044e-12
37 	 3.8556515765e-12
38 	 3.3509834507e-12
39 	 2.1280572507e-12
40 	 1.9342659755e-12
41 	 7.0303103848e-13
42 	 2.2200368819e-13
43 	 3.0494330663e-13
44 	 8.2762205076e-13
45 	 1.0829828998e-12
46 	 9.9922709301e-13
47 	 1.2069107441e-12
48 	 7.4230585950e-13
49 	 7.8921927662e-13
50 	 4.3945298422e-13
51 	 3.2329386405e-13
52 	 1.5944349359e-13
53 	 1.1450580061e-13
54 	 1.4544295635e-13
55 	 1.5429244674e-13
56 	 4.8017391071e-14
57 	 3.7522176370e-14
58 	 8.7766103035e-14
59 	 1.1884187898e-13
60 	 4.6958007292e-15
61 	 1.3164014432e-13
62 	 6.8692238777e-14
63 	 8.1370702027e-14
64 	 1.9789653613e-14
65 	 3.7700813773e-14
66 	 6.8996413288e-15
67 	 1.3906816877e-14
68 	 1.0211043622e-13
