#t 	 C(t)
0 	 8.4408440303e-08
1 	 2.4080086921e-08
2 	 1.6724918395e-08
3 	 1.2275766609e-08
4 	 7.4729186385e-09
5 	 6.1570115236e-09
6 	 5.0629850418e-09
7 	 3.2681798917e-09
8 	 2.2027135260e-09
9 	 1.4945934486e-09
10 	 1.1017423671e-09
11 	 8.8602224377e-10
12 	 6.3813585163e-10
13 	 5.1266219009e-10
14 	 3.2742386575e-10
15 	 3.2192645144e-10
16 	 2.4039868634e-10
17 	 1.6145622894e-10
18 	 1.3061177706e-10
19 	 8.9200783913e-11
20 	 6.9064194122e-11
21 	 6.0937017826e-11
22 	 4.3657626231e-11
23 	 3.5491288042e-11
24 	 2.8672445233e-11
25 	 2.0584467141e-11
26 	 1.6700668746e-11
27 	 1.2369361653e-11
28 	 9.3217178442e-12
29 	 8.7645812003e-12
30 	 7.4207439206e-12
31 	 5.5481865848e-12
32 	 4.6750469529e-12
33 	 3.5918398729e-12
34 	 2.6658260355e-12
35 	 2.1816211267e-12
36 	 1.8245698039e-12
37 	 1.4171772318e-12
38 	 1.3437639360e-12
39 	 1.0232006423e-12
40 	 9.8683927599e-13
41 	 7.2554499956e-13
42 	 5.6988612068e-13
43 	 5.0380048682e-13
44 	 3.3759196242e-13
45 	 3.4508111713e-13
46 	 3.2597056496e-13
47 	 2.3739731761e-13
48 	 1.6221860253e-13
49 	 1.2884611386e-13
50 	 1.0852011620e-13
51 	 8.4864629827e-14
52 	 5.7334583368e-14
53 	 3.6702344097e-14
54 	 3.3159690649e-14
55 	 3.5422648938e-14
56 	 3.4587099392e-14
57 	 2.2976595897e-14
58 	 1.7241790624e-14
59 	 1.4482390862e-14
60 	 1.3509572673e-14
61 	 9.9612906349e-15
62 	 6.0725755852e-15
63 	 2.7392614832e-15
64 	 1.2647719671e-15
65 	 1.7391958193e-15
66 	 1.0514714120e-15
67 	 3.4848975102e-15
68 	 3.0185762602e-15
69 	 3.0966408702e-15
70 	 3.9142646275e-15
71 	 4.6124671873e-15
72 	 4.7395900280e-15
73 	 4.4332167473e-15
74 	 2.2361974756e-15
75 	 2.8032874527e-15
76 	 2.8866677221e-15
77 	 2.0052674804e-15
78 	 6.3056117092e-15
79 	 9.8170870142e-15
80 	 1.6120225504e-14
81 	 2.6497908434e-14
82 	 3.6020606205e-14
83 	 3.9067148885e-14
84 	 3.5397517241e-14
85 	 3.6458405251e-14
86 	 2.7286165854e-14
87 	 3.5406747530e-14
88 	 5.4893456449e-14
89 	 4.3826467114e-14
90 	 7.8718017229e-14
91 	 7.7796175356e-14
92 	 9.5766335177e-14
93 	 1.6394217243e-13
94 	 1.5335647685e-13
95 	 1.5944395965e-13
96 	 1.1581725291e-13
97 	 1.9555535143e-13
98 	 5.0484727083e-13
99 	 9.5078037141e-13
100 	 8.8357714949e-13
101 	 1.5122407070e-12
102 	 2.0315913181e-12
103 	 2.9516594704e-12
104 	 3.6389177812e-12
105 	 4.2487580757e-12
106 	 5.9284438019e-12
107 	 6.6183438744e-12
108 	 7.4535730603e-12
109 	 1.2282008185e-11
110 	 1.2597367568e-11
111 	 1.7540982414e-11
112 	 2.2675310029e-11
113 	 4.0709901396e-11
114 	 4.3648780415e-11
115 	 4.2129385776e-11
116 	 5.3143918561e-11
117 	 6.8898718483e-11
118 	 8.2956777645e-11
119 	 1.3426112193e-10
120 	 1.8189022115e-10
121 	 2.8969946772e-10
122 	 6.4103314205e-10
123 	 6.9219855996e-10
